CUST_CODE,TOTAL_SPEND,AVG_MONTHLY_SPEND,STD_MONTHLY_SPEND,TOTAL_VISIT,AVG_MONTHLY_VISIT,STD_MONTHLY_VISIT,MODE_BASKET_SIZE,CUST_LIFETIME,DURATION_FROM_FIRST_PURCHASE,DURATION_FROM_LAST_PURCHASE
CUST0000165054,258.65999999999985,28.740000000000006,19.0781567942678,5,1.6666666666666672,0.94280904158206336,3,178,763,585
CUST0000165133,1.98,1.98,0.0,2,2.0,0.0,2,1,216,215
CUST0000165142,50.08,50.08,0.0,1,1.0,0.0,3,0,231,231
CUST0000165348,4.84,1.21,1.0,2,1.0,0.0,1,65,696,631
CUST0000165619,8.07,8.07,0.0,1,1.0,0.0,2,0,708,708
CUST0000165748,63.52,3.9700000000000006,2.170287999321749,4,1.0,0.0,2,271,683,412
CUST0000166331,3.0,3.0,0.0,1,1.0,0.0,2,0,680,680
CUST0000166396,2.18,2.18,0.0,1,1.0,0.0,1,0,107,107
CUST0000166508,0.81,0.81,0.0,1,1.0,0.0,1,0,188,188
CUST0000166541,5.3500000000000005,5.3500000000000005,0.0,1,1.0,0.0,3,0,628,628
CUST0000166678,1.31,1.31,0.0,1,1.0,0.0,1,0,245,245
CUST0000166782,10.360000000000001,0.6475,0.22598395960775622,4,1.0,0.0,1,364,467,103
CUST0000166828,46.08,5.12,2.5185048474574487,3,1.0,0.0,3,281,520,239
CUST0000166864,49.56,5.5066666666666668,1.4248820613962718,3,1.0,0.0,2,495,643,148
CUST0000167078,55.279999999999987,3.4549999999999996,1.9148955585096545,4,1.0,0.0,2,696,759,63
CUST0000167145,14.13,14.13,0.0,1,1.0,0.0,3,0,818,818
CUST0000167190,59914.890000000611,82.187777777778,46.491560471355733,62,2.2962962962962883,1.0115926136109346,3,768,801,33
CUST0000167299,4.879999999999999,1.22,0.0,2,1.0,0.0,2,497,562,65
CUST0000167331,234.08000000000007,3.6575000000000011,1.2666269182359895,9,1.125,0.33071891388307395,2,369,392,23
CUST0000167624,33037.470000001551,45.318888888888921,16.940883997515684,174,6.4444444444444651,2.8196838978776686,2,807,815,8
CUST0000167728,180.3599999999999,45.089999999999989,0.0,2,1.0,0.0,3,61,149,88
CUST0000167794,39.449999999999989,1.5779999999999996,0.854128795908439,6,1.2000000000000006,0.4,1,648,689,41
CUST0000167795,36.57,4.0633333333333335,2.0741798914805392,3,1.0,0.0,1,413,466,53
CUST0000167842,87.12,5.445,2.0702717212965065,4,1.0,0.0,2,288,641,353
CUST0000168039,1.87,1.87,0.0,1,1.0,0.0,1,0,686,686
CUST0000168291,0.98,0.98,0.0,1,1.0,0.0,1,0,351,351
CUST0000168428,3.9699999999999998,3.9699999999999998,0.0,1,1.0,0.0,2,0,110,110
CUST0000168903,97759.749999993364,156.41560000000027,105.55603911022776,91,3.6400000000000081,2.0372530525195054,3,776,815,39
CUST0000169010,7037.1400000001613,14.539545454545465,12.824899601688447,63,2.8636363636363589,1.3244365713030435,3,818,818,0
CUST0000169011,0.84000000000000008,0.84000000000000008,0.0,1,1.0,0.0,1,0,751,751
CUST0000169105,0.85,0.85,0.0,1,1.0,0.0,1,0,109,109
CUST0000169355,223.55999999999983,2.7600000000000007,2.7014687363235081,9,1.0,0.0,2,704,810,106
CUST0000169635,6281.700000000038,27.918666666666688,29.763241505066087,31,2.0666666666666687,1.6110727964792768,3,754,801,47
CUST0000170035,6.8500000000000005,6.8500000000000005,0.0,1,1.0,0.0,2,0,135,135
CUST0000170198,10501.040000000046,86.785454545454584,67.084801742223149,21,1.909090909090905,1.3787046261911915,3,798,809,11
CUST0000170204,23.700000000000003,23.700000000000003,0.0,1,1.0,0.0,3,0,256,256
CUST0000170330,1900.0800000000058,11.243076923076917,12.692598924397682,31,2.384615384615385,1.4955555457864298,2,798,813,15
CUST0000170465,9.2,9.2,0.0,1,1.0,0.0,2,0,504,504
CUST0000170620,3.9400000000000004,3.9400000000000004,0.0,1,1.0,0.0,2,0,490,490
CUST0000170861,13.199999999999998,0.825,0.043301270189221919,4,1.0,0.0,1,212,287,75
CUST0000171197,17.01,1.8899999999999997,0.2828427124746189,3,1.0,0.0,1,714,800,86
CUST0000171269,469.3799999999996,52.153333333333329,20.290198509515765,5,1.666666666666667,0.47140452079103157,3,245,339,94
CUST0000171503,9403.3800000000028,29.022777777777783,20.509734492445709,55,3.0555555555555536,1.7150387822703472,3,790,793,3
CUST0000171899,4899.0199999999686,24.994999999999951,18.722052600380856,17,1.2142857142857146,0.5578749768504756,3,587,631,44
CUST0000172021,27.550000000000008,1.1020000000000005,0.61232017768484492,5,1.0,0.0,1,328,396,68
CUST0000172062,1749.1200000000031,27.329999999999991,11.701590703831673,13,1.6250000000000013,0.484122918275927,3,290,304,14
CUST0000172126,59.519999999999982,3.7199999999999993,2.0535213658494031,4,1.0,0.0,1,207,803,596
CUST0000172251,1430.9999999999991,39.750000000000007,25.732500202402939,11,1.8333333333333328,0.89752746785575088,3,203,491,288
CUST0000172523,0.42,0.42,0.0,1,1.0,0.0,1,0,365,365
CUST0000172573,1.96,1.96,0.0,1,1.0,0.0,1,0,566,566
CUST0000172741,53234.009999999354,73.023333333333568,37.728044780546966,81,2.9999999999999916,1.3608276348795438,3,785,814,29
CUST0000172891,5310.9599999999418,36.88166666666659,33.77832807026158,21,1.7499999999999976,1.1636866703140796,3,596,608,12
CUST0000172937,57.95000000000001,2.3180000000000005,1.626473485796802,6,1.2000000000000004,0.4,1,425,783,358
CUST0000173234,22.49,22.49,0.0,1,1.0,0.0,3,0,450,450
CUST0000173247,10.469999999999999,10.469999999999999,0.0,2,2.0,0.0,2,0,817,817
CUST0000173386,1.02,1.02,0.0,1,1.0,0.0,1,0,106,106
CUST0000173648,1.54,1.54,0.0,1,1.0,0.0,1,0,191,191
CUST0000173873,2.83,2.83,0.0,1,1.0,0.0,1,0,376,376
CUST0000173934,7.740000000000002,0.86,0.62053740150507175,3,1.0,0.0,2,127,489,362
CUST0000173993,126679.00000000768,161.58035714285697,88.275230690403276,208,7.428571428571443,3.2119038794167185,3,817,817,0
CUST0000174074,1458.3599999999988,40.51,36.362011312173955,8,1.3333333333333328,0.47140452079103173,3,562,670,108
CUST0000174096,2.29,2.29,0.0,1,1.0,0.0,1,0,443,443
CUST0000174131,1.47,1.47,0.0,1,1.0,0.0,2,0,337,337
CUST0000174178,1.77,1.77,0.0,1,1.0,0.0,1,0,759,759
CUST0000174352,12219.480000000052,37.714444444444453,22.996245399393697,37,2.0555555555555571,1.0786937688304223,3,753,767,14
CUST0000174561,1563.699999999988,15.636999999999984,15.011950606100459,22,2.2,0.97979589711327109,2,312,330,18
CUST0000174633,14.229999999999999,14.229999999999999,0.0,1,1.0,0.0,3,0,535,535
CUST0000174717,134225.83999998885,171.20642857142792,121.43851031384106,360,12.857142857142845,4.1206300291017035,3,818,818,0
CUST0000174922,3.7300000000000004,3.7300000000000004,0.0,1,1.0,0.0,2,0,707,707
CUST0000175060,67073.669999999038,92.007777777778259,43.562361117974838,142,5.2592592592592471,2.0833127571000389,3,804,812,8
CUST0000175080,73.799999999999983,73.799999999999983,0.0,1,1.0,0.0,3,0,407,407
CUST0000175148,28.480000000000004,7.12,0.70000000000000007,2,1.0,0.0,2,40,578,538
CUST0000175152,1.37,1.37,0.0,1,1.0,0.0,1,0,478,478
CUST0000175184,25.439999999999998,6.36,4.69,3,1.5,0.49999999999999994,2,527,747,220
CUST0000175449,1.8399999999999999,1.8399999999999999,0.0,1,1.0,0.0,1,0,417,417
CUST0000175503,0.28,0.28,0.0,1,1.0,0.0,1,0,224,224
CUST0000175591,108.75,4.35,2.7620861680983091,6,1.2000000000000006,0.4,1,573,588,15
CUST0000175701,0.98,0.98,0.0,1,1.0,0.0,1,0,471,471
CUST0000175722,34.800000000000018,2.175,3.7152489822352419,6,1.4999999999999998,0.8660254037844386,2,328,368,40
CUST0000176230,2.35,2.35,0.0,1,1.0,0.0,2,0,375,375
CUST0000176246,92.32,92.32,0.0,1,1.0,0.0,3,0,403,403
CUST0000176488,438.55999999999995,27.41,8.3884384720876355,5,1.2500000000000004,0.43301270189221941,3,558,563,5
CUST0000176513,44.78,44.78,0.0,1,1.0,0.0,3,0,542,542
CUST0000176653,108718.74000000268,149.13407407407479,123.62359271593137,79,2.9259259259259029,1.3588100983588296,3,790,802,12
CUST0000176814,66.999999999999972,2.68,3.6183311070160507,6,1.2000000000000002,0.39999999999999997,1,157,678,521
CUST0000176901,19051.410000000196,43.200476190475968,35.777231184117866,53,2.5238095238095273,1.4677176197545254,3,701,776,75
CUST0000177092,4.17,4.17,0.0,1,1.0,0.0,2,0,791,791
CUST0000177238,1.4,1.4,0.0,1,1.0,0.0,1,0,318,318
CUST0000177264,10.290000000000001,1.1433333333333335,0.75561601065326534,3,1.0,0.0,1,87,437,350
CUST0000177536,108569.97000000773,148.9300000000008,52.166575079792004,100,3.7037037037037051,1.4353942500056465,3,805,814,9
CUST0000177571,4.2200000000000006,4.2200000000000006,0.0,1,1.0,0.0,2,0,133,133
CUST0000177847,1.25,1.25,0.0,1,1.0,0.0,1,0,183,183
CUST0000178139,42.149999999999984,1.6860000000000002,2.3231754130930367,8,1.6,1.2000000000000002,2,765,814,49
CUST0000178377,64769.999999998668,103.63200000000016,39.319921871743176,130,5.1999999999999638,2.5455844122715718,3,745,745,0
CUST0000178418,17.88,4.47,0.0,2,1.0,0.0,1,422,454,32
CUST0000178601,0.58,0.58,0.0,1,1.0,0.0,1,0,521,521
CUST0000178948,0.75,0.75,0.0,1,1.0,0.0,1,0,377,377
CUST0000178959,6.48,1.62,0.81,2,1.0,0.0,2,146,278,132
CUST0000178998,4.5,4.5,0.0,1,1.0,0.0,1,0,725,725
CUST0000179179,5645.099999999984,56.451000000000064,26.518784455551504,17,1.6999999999999968,1.0049875621120881,3,576,589,13
CUST0000179354,0.61,0.61,0.0,1,1.0,0.0,1,0,152,152
CUST0000179403,25467.52000000007,37.673846153846078,16.762071672247515,281,10.807692307692319,4.2518704550896071,2,813,815,2
CUST0000179429,1.36,1.36,0.0,1,1.0,0.0,1,0,176,176
CUST0000179503,0.01,0.01,0.0,1,1.0,0.0,1,0,191,191
CUST0000179556,23.4,0.65000000000000024,0.42461747491124285,6,1.0,0.0,1,270,340,70
CUST0000179572,529.87999999999988,33.117499999999993,16.385294283289518,23,5.7499999999999982,3.8971143170299736,3,354,408,54
CUST0000179705,25.400000000000006,6.3500000000000005,0.0,2,1.0,0.0,2,282,354,72
CUST0000179766,966.23999999999819,60.389999999999965,18.87460198255847,5,1.2500000000000007,0.4330127018922193,3,677,678,1
CUST0000179997,90.04000000000002,22.51,11.41,2,1.0,0.0,3,58,376,318
CUST0000180213,2.06,2.06,0.0,1,1.0,0.0,1,0,213,213
CUST0000180258,4.47,4.47,0.0,1,1.0,0.0,1,0,651,651
CUST0000180285,159.09000000000006,17.676666666666662,9.69679099267152,3,1.0,0.0,3,626,643,17
CUST0000180383,2.94,2.94,0.0,1,1.0,0.0,2,0,456,456
CUST0000180440,45.99,45.99,0.0,1,1.0,0.0,3,0,266,266
CUST0000180754,0.39,0.39,0.0,1,1.0,0.0,1,0,637,637
CUST0000180759,1.37,1.37,0.0,1,1.0,0.0,1,0,98,98
CUST0000180967,8.2800000000000011,8.2800000000000011,0.0,1,1.0,0.0,3,0,764,764
CUST0000181184,6939.6599999999225,35.406428571428464,34.920858197428352,53,3.7857142857142803,3.8018523949060765,3,725,742,17
CUST0000181210,99.84,24.96,0.0,2,1.0,0.0,2,144,203,59
CUST0000181512,142.65000000000012,5.7059999999999986,5.3229638360597571,5,1.0,0.0,2,733,744,11
CUST0000181755,72.440000000000026,4.5275,3.0082418037784122,4,1.0,0.0,2,176,811,635
CUST0000182034,29.789999999999996,29.789999999999996,0.0,1,1.0,0.0,3,0,339,339
CUST0000182489,81.16,81.16,0.0,1,1.0,0.0,3,0,398,398
CUST0000182629,39.879999999999995,39.879999999999995,0.0,1,1.0,0.0,3,0,717,717
CUST0000182683,60.239999999999974,3.765,1.7931048491373838,5,1.2500000000000002,0.43301270189221935,2,594,616,22
CUST0000182722,11017.95000000011,48.968666666666643,50.242387000973167,30,1.9999999999999991,1.4605934866804429,3,600,623,23
CUST0000182959,1.49,1.49,0.0,1,1.0,0.0,1,0,350,350
CUST0000183115,6032.3100000000186,16.709999999999969,9.8395442769951238,31,1.6315789473684283,0.74059196207738376,3,758,778,20
CUST0000183156,1357.2400000000009,84.827499999999986,51.37433326817974,13,3.2499999999999982,1.9202864369671522,2,89,162,73
CUST0000183162,14.849999999999998,1.6500000000000001,0.61746794788609627,3,1.0,0.0,2,105,275,170
CUST0000183427,6.76,1.69,1.33,3,1.5,0.5,1,54,705,651
CUST0000183636,21.439999999999998,5.36,0.22999999999999948,4,2.0,1.0,1,59,377,318
CUST0000184131,144.99999999999997,5.799999999999998,2.492564943988421,5,1.0,0.0,1,778,812,34
CUST0000184215,10.36,10.36,0.0,1,1.0,0.0,2,0,613,613
CUST0000184271,0.85,0.85,0.0,1,1.0,0.0,1,0,130,130
CUST0000184517,7.4700000000000006,0.82999999999999985,0.18384776310850234,3,1.0,0.0,1,588,644,56
CUST0000184568,2.5999999999999996,2.5999999999999996,0.0,2,2.0,0.0,2,4,547,543
CUST0000184646,29589.269999999993,55.9343478260871,37.831267241481648,81,3.5217391304347871,1.7905443723455661,3,716,728,12
CUST0000184652,173.49999999999994,43.375,11.415000000000003,2,1.0,0.0,3,323,563,240
CUST0000184875,345.12000000000006,9.58666666666667,8.7659866656425081,6,1.0,0.0,3,495,706,211
CUST0000184982,513.65999999999917,14.268333333333333,10.875137419310564,6,1.0,0.0,3,785,806,21
CUST0000184986,1.95,1.95,0.0,1,1.0,0.0,1,0,311,311
CUST0000185090,6.41,6.41,0.0,2,2.0,0.0,1,1,663,662
CUST0000185462,5912.6599999999326,34.98615384615394,32.060225667054837,19,1.4615384615384639,0.63432394240271706,3,686,751,65
CUST0000186194,5.96,5.96,0.0,1,1.0,0.0,2,0,780,780
CUST0000186454,6159.0200000000805,31.423571428571467,45.05593200316099,23,1.6428571428571432,0.97153360776681719,3,736,764,28
CUST0000186490,17210.250000000266,27.536399999999961,19.729414361303292,109,4.3599999999999852,2.6363611285254516,2,811,818,7
CUST0000187532,2.5,2.5,0.0,1,1.0,0.0,2,0,398,398
CUST0000187698,4974.66000000005,15.353888888888882,16.022144446182011,49,2.7222222222222214,1.7576991132840418,2,772,772,0
CUST0000187952,17.33,17.33,0.0,1,1.0,0.0,3,0,314,314
CUST0000188187,9343.35999999996,55.286153846153937,29.908874303961646,17,1.3076923076923082,0.605692913385524,3,433,472,39
CUST0000188257,1.74,1.74,0.0,1,1.0,0.0,1,0,570,570
CUST0000188382,2.98,2.98,0.0,1,1.0,0.0,1,0,538,538
CUST0000188450,6189.2600000000111,31.577857142857166,60.2730717151498,36,2.5714285714285667,1.7202277969703281,3,523,524,1
CUST0000188524,1.91,1.91,0.0,1,1.0,0.0,1,0,272,272
CUST0000188540,1065.5200000000007,16.64875,17.414772061026241,14,1.7499999999999978,0.96824583655185437,3,686,731,45
CUST0000188698,35053.149999998634,66.263043478260983,31.347627943654103,50,2.1739130434782608,0.9161438045958924,3,785,814,29
CUST0000188842,23052.749999998541,36.884399999999971,26.667714574743766,41,1.6400000000000057,0.93295230317524769,3,794,798,4
CUST0000189222,1.17,1.17,0.0,1,1.0,0.0,2,0,598,598
CUST0000189435,105.39000000000006,11.709999999999999,7.7300754631935309,3,1.0,0.0,3,138,685,547
CUST0000189501,1.54,1.54,0.0,1,1.0,0.0,1,0,466,466
CUST0000189511,344.25000000000108,4.2500000000000009,4.2899235942431933,12,1.3333333333333339,0.66666666666666663,1,664,690,26
CUST0000189578,32.499999999999993,1.3,1.0262943047683741,6,1.2000000000000004,0.4,1,240,380,140
CUST0000189627,5.09,5.09,0.0,1,1.0,0.0,3,0,516,516
CUST0000190258,15.2,3.8,0.0,2,1.0,0.0,2,247,285,38
CUST0000190299,5474.5600000000431,111.72571428571437,70.765602390092369,10,1.4285714285714313,0.72843135908468393,3,627,643,16
CUST0000190355,33308.860000001077,49.273461538461575,22.771050775104115,78,3.0000000000000138,1.1094003924504621,3,771,777,6
CUST0000190597,9475.9599999998336,14.0176923076923,9.0232917870673042,74,2.8461538461538454,1.7252047301542961,2,801,804,3
CUST0000190712,2.34,0.585,0.13499999999999998,2,1.0,0.0,1,180,511,331
CUST0000190750,4458.5099999999993,90.98999999999981,55.620675498029925,11,1.5714285714285716,1.0497813183356481,3,614,673,59
CUST0000190755,61.190000000000005,61.190000000000005,0.0,1,1.0,0.0,3,0,471,471
CUST0000190838,1921.2000000000035,53.366666666666561,53.43832509434489,23,3.8333333333333339,2.6087459737497545,3,796,817,21
CUST0000191003,2.25,2.25,0.0,1,1.0,0.0,2,0,740,740
CUST0000191132,2.83,2.83,0.0,1,1.0,0.0,1,0,344,344
CUST0000191317,13.129999999999999,13.129999999999999,0.0,2,2.0,0.0,2,6,137,131
CUST0000191403,5423.9399999999805,16.740555555555584,10.962642864758799,22,1.2222222222222192,0.53287016925696862,2,701,713,12
CUST0000191439,9.4400000000000013,9.4400000000000013,0.0,1,1.0,0.0,2,0,94,94
CUST0000191962,17.64,4.41,1.4700000000000002,2,1.0,0.0,2,131,738,607
CUST0000192207,695.1000000000007,27.803999999999991,14.698139474096717,5,1.0,0.0,3,543,620,77
CUST0000192392,4052.0000000000582,15.828124999999986,13.022109669111808,38,2.3750000000000022,1.4523687548277826,1,694,704,10
CUST0000192457,8.42,2.105,0.555,2,1.0,0.0,2,45,305,260
CUST0000192879,4.08,1.02,0.0,2,1.0,0.0,1,417,427,10
CUST0000193124,803.31999999999948,16.394285714285715,10.116985515377957,18,2.5714285714285712,1.293626448305345,2,438,476,38
CUST0000193157,9.5700000000000021,9.5700000000000021,0.0,1,1.0,0.0,2,0,422,422
CUST0000193165,22312.270000000273,61.8068421052632,41.515447733994357,84,4.4210526315789442,1.9551763811586012,3,733,749,16
CUST0000193284,39.390000000000008,4.376666666666666,2.38312586509586,4,1.3333333333333337,0.47140452079103168,1,250,430,180
CUST0000193412,2.1100000000000003,2.1100000000000003,0.0,1,1.0,0.0,2,0,457,457
CUST0000193505,18745.99999999944,23.910714285714256,26.535103694186439,146,5.2142857142857144,2.8580355748203696,2,812,812,0
CUST0000193593,2173.9500000000048,26.838888888888896,24.68534853103689,10,1.1111111111111123,0.31426968052735443,3,643,678,35
CUST0000194170,2.13,2.13,0.0,1,1.0,0.0,2,0,350,350
CUST0000194462,4.62,1.155,0.77499999999999991,2,1.0,0.0,1,253,439,186
CUST0000194993,3056.6800000000253,25.261818181818185,16.982262842144145,16,1.454545454545455,0.65555477735708856,3,625,700,75
CUST0000195121,63408.149999996378,86.979629629628917,57.336567317155371,56,2.0740740740740762,1.2149051456930904,3,807,812,5
CUST0000195177,27.839999999999961,0.43500000000000005,0.039686269665968853,8,1.0,0.0,1,661,686,25
CUST0000195241,2.94,2.94,0.0,1,1.0,0.0,1,0,307,307
CUST0000195321,18348.000000000451,37.909090909091056,35.002820913475304,48,2.1818181818181763,1.07180237477742,3,747,756,9
CUST0000195728,0.47,0.47,0.0,1,1.0,0.0,1,0,792,792
CUST0000195880,979.49999999999579,9.794999999999991,10.258836434995928,15,1.5000000000000004,0.67082039324993692,3,516,605,89
CUST0000196111,2.32,0.58,0.17,2,1.0,0.0,1,153,528,375
CUST0000196155,561.03999999999985,8.76625000000001,9.8590604743809163,10,1.2500000000000011,0.43301270189221946,3,595,629,34
CUST0000196176,0.01,0.01,0.0,1,1.0,0.0,1,0,241,241
CUST0000196337,230.42999999999978,25.603333333333328,15.323394605054792,3,1.0,0.0,3,353,524,171
CUST0000196373,1.25,1.25,0.0,1,1.0,0.0,1,0,522,522
CUST0000196391,305.70000000000027,12.227999999999998,12.485070123952053,7,1.4000000000000001,0.79999999999999982,2,714,752,38
CUST0000196565,106.36000000000001,26.59,11.690000000000001,2,1.0,0.0,3,240,465,225
CUST0000196712,0.81,0.81,0.0,1,1.0,0.0,2,0,714,714
CUST0000196837,1.89,1.89,0.0,1,1.0,0.0,1,0,240,240
CUST0000197078,11.280000000000001,2.8200000000000003,0.0,2,1.0,0.0,1,270,313,43
CUST0000197148,115.86000000000004,3.2183333333333328,2.0530255451135746,11,1.8333333333333328,0.89752746785575077,1,798,818,20
CUST0000197181,24.210000000000004,24.210000000000004,0.0,1,1.0,0.0,3,0,114,114
CUST0000197288,18.52,4.6300000000000008,3.14,2,1.0,0.0,2,211,582,371
CUST0000197322,52.249999999999979,2.0900000000000021,1.0346593642353989,6,1.2000000000000004,0.4,1,626,654,28
CUST0000197423,5271.840000000062,16.271111111111075,7.1308546229972247,26,1.4444444444444431,0.49690399499995314,2,783,808,25
CUST0000197451,4.9300000000000006,4.9300000000000006,0.0,2,2.0,0.0,2,2,228,226
CUST0000197571,126.62,31.654999999999998,9.7349999999999977,2,1.0,0.0,3,67,794,727
CUST0000197821,41.92,10.48,4.44,4,1.9999999999999998,1.0,2,23,114,91
CUST0000197843,14.339999999999998,14.339999999999998,0.0,2,2.0,0.0,2,5,443,438
CUST0000198013,6.28,1.57,0.0,2,1.0,0.0,1,108,134,26
CUST0000198226,11.270000000000001,11.270000000000001,0.0,1,1.0,0.0,3,0,309,309
CUST0000198580,58.699999999999989,14.675,11.915000000000001,2,1.0,0.0,3,115,460,345
CUST0000198694,0.39,0.39,0.0,1,1.0,0.0,2,0,595,595
CUST0000198819,120.32000000000004,7.5200000000000014,1.8140148841726744,5,1.2500000000000002,0.43301270189221935,2,499,765,266
CUST0000199143,14.24,3.56,0.0,2,1.0,0.0,1,326,381,55
CUST0000199239,4.86,4.86,0.0,2,2.0,0.0,2,3,213,210
CUST0000199419,6.1400000000000006,6.1400000000000006,0.0,1,1.0,0.0,2,0,346,346
CUST0000199923,12578.980000000114,43.525882352941146,42.92760144007493,33,1.9411764705882306,1.2588785034725096,3,799,813,14
CUST0000200083,23176.499999999189,37.082399999999851,25.898602631030091,137,5.4800000000000058,3.1256359352938086,3,778,780,2
CUST0000200413,36.500000000000007,9.125,0.995000000000001,2,1.0,0.0,2,495,657,162
CUST0000200457,721.14000000000169,14.717142857142852,10.189818047283023,10,1.4285714285714284,0.7284313590846837,2,650,676,26
CUST0000200767,32765.250000000178,52.424400000000148,27.197724181261911,244,9.76000000000003,3.9827628601261273,2,723,726,3
CUST0000200775,45056.789999997076,61.80629629629609,31.42177484533185,79,2.9259259259259034,1.5852544117802023,3,809,817,8
CUST0000200908,244.62000000000015,3.0199999999999996,1.3931259813814396,10,1.1111111111111114,0.31426968052735449,2,724,793,69
CUST0000200987,100184.85000000655,137.42777777777769,68.094757144858278,101,3.7407407407407645,1.3496938635769309,3,807,813,6
CUST0000201137,0.01,0.01,0.0,1,1.0,0.0,1,0,598,598
CUST0000201184,5.14,1.285,0.37499999999999994,2,1.0,0.0,1,104,251,147
CUST0000201206,11.040000000000001,1.2266666666666666,1.1116754122594519,3,1.0,0.0,1,220,548,328
CUST0000201378,14.450000000000001,14.450000000000001,0.0,1,1.0,0.0,2,0,738,738
CUST0000201555,8.24,2.06,0.0,2,1.0,0.0,1,143,172,29
CUST0000201755,1.6099999999999999,1.6099999999999999,0.0,1,1.0,0.0,2,0,568,568
CUST0000202032,0.34,0.34,0.0,1,1.0,0.0,1,0,578,578
CUST0000202135,1181.039999999997,8.2016666666666715,6.3051894411578857,15,1.2499999999999996,0.43301270189221963,3,725,767,42
CUST0000202336,4.08,1.02,0.0,2,1.0,0.0,2,593,671,78
CUST0000202517,164.45000000000078,0.97307692307692339,0.54159855435815218,17,1.3076923076923077,0.60569291338552389,1,624,689,65
CUST0000202529,1.96,1.96,0.0,1,1.0,0.0,1,0,458,458
CUST0000202661,12328.460000000461,23.305217391304492,17.718451907438741,77,3.3478260869565206,1.3057962971896702,3,729,741,12
CUST0000202792,1321.8399999999988,20.653750000000002,10.434090685704241,22,2.75,1.854049621773916,3,262,286,24
CUST0000202818,657.50000000000034,26.29999999999999,18.760233474026915,6,1.1999999999999997,0.39999999999999991,3,671,673,2
CUST0000202837,2405.6200000000149,12.273571428571431,7.4500907062003083,21,1.5000000000000011,0.62678317052800847,3,761,776,15
CUST0000202925,42.100000000000009,1.6840000000000002,1.4050281135977314,9,1.8000000000000007,1.16619037896906,1,116,158,42
CUST0000202935,24.840000000000003,6.2099999999999991,5.5399999999999991,3,1.5,0.49999999999999994,2,131,530,399
CUST0000203216,6798.5599999999995,26.556875000000009,22.469073945856664,59,3.687499999999996,2.1423920626253286,2,795,805,10
CUST0000203439,14995.119999999653,19.126428571428583,10.488946635893065,151,5.3928571428571521,2.8073791249171189,2,811,813,2
CUST0000203464,1.21,1.21,0.0,1,1.0,0.0,1,0,287,287
CUST0000203551,1615.6799999999946,13.352727272727272,10.203871895162765,11,1.0,0.0,3,671,796,125
CUST0000203641,11.309999999999999,11.309999999999999,0.0,1,1.0,0.0,2,0,298,298
CUST0000203903,5244.59999999999,36.42083333333332,38.980370157797232,20,1.6666666666666645,0.942809041582063,3,784,786,2
CUST0000203976,12.44,3.11,1.9499999999999997,2,1.0,0.0,1,61,389,328
CUST0000204046,5.85,5.85,0.0,1,1.0,0.0,2,0,814,814
CUST0000204614,0.53,0.53,0.0,1,1.0,0.0,1,0,221,221
CUST0000204701,4.68,1.17,0.21,2,1.0,0.0,2,306,520,214
CUST0000205245,7.84,1.96,0.0,2,1.0,0.0,2,650,651,1
CUST0000205406,149.95000000000007,5.998000000000002,5.55374612311366,5,1.0,0.0,2,646,755,109
CUST0000205748,88.189999999999984,88.189999999999984,0.0,1,1.0,0.0,3,0,258,258
CUST0000205754,0.39,0.39,0.0,1,1.0,0.0,1,0,602,602
CUST0000206355,83039.599999993065,105.91785714285763,57.20786786280523,120,4.28571428571422,2.3430313524081008,3,815,815,0
CUST0000206560,64336.140000002786,88.25259259259245,38.737629288691579,110,4.0740740740740824,1.6538602638345246,3,812,813,1
CUST0000206831,1.17,1.17,0.0,1,1.0,0.0,2,0,660,660
CUST0000207155,5321.1999999999607,53.211999999999946,37.805503779211826,11,1.1000000000000005,0.3,3,754,796,42
CUST0000207530,142.35000000000008,5.6939999999999991,2.5470422061677738,9,1.8000000000000003,1.5999999999999999,2,487,515,28
CUST0000207582,27.419999999999995,6.8549999999999986,5.3149999999999986,3,1.5,0.49999999999999994,2,61,317,256
CUST0000207779,9697.140000000114,29.929444444444396,22.047915868303804,43,2.3888888888888804,2.3127398107220705,3,652,666,14
CUST0000207859,55217.759999998561,81.683076923077166,64.008545449279879,123,4.7307692307692477,3.1811668433464844,3,812,815,3
CUST0000207946,102.33000000000004,11.370000000000003,4.8670593448885207,5,1.6666666666666665,0.94280904158206336,2,347,558,211
CUST0000207958,391.67999999999972,2.7199999999999984,2.1047010872488912,16,1.333333333333333,0.62360956446232363,1,542,628,86
CUST0000208086,25.16,6.2899999999999991,3.9999999999999996,2,1.0,0.0,3,43,659,616
CUST0000208132,5.17,5.17,0.0,1,1.0,0.0,1,0,222,222
CUST0000208250,82.080000000000013,9.1199999999999957,5.283149313304202,3,1.0,0.0,2,65,788,723
CUST0000208442,2.38,0.595,0.385,2,1.0,0.0,1,286,426,140
CUST0000208696,472.01000000000073,9.6328571428571514,3.9265532478451455,19,2.7142857142857131,1.3850513878332371,2,207,251,44
CUST0000208760,2117.5199999999895,7.3270588235294127,5.6694472857547247,36,2.1176470588235277,1.3232025740237636,2,781,784,3
CUST0000208798,1929.9600000000016,23.826666666666672,41.221111904783264,13,1.4444444444444449,0.6849348892187751,3,608,652,44
CUST0000208822,3680.95999999999,14.378750000000002,11.482371202739444,35,2.1874999999999987,1.4670868242881856,3,766,787,21
